"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"J2,J3";"PinHeader_1x01_P2.54mm_Horizontal";2;"STPCLK";;;
2;"R1";"R_0805_2012Metric";1;"1k";;;
3;"J1";"PinSocket_1x05_P2.54mm_Vertical";1;"PWM";;;
4;"R2";"R_0805_2012Metric";1;"10k";;;
5;"R3";"R_0805_2012Metric";1;"100 Ohms";;;
6;"Q1";"SOT-23";1;"2N7002";;;
